id,state,diet_need,meal_type,dish,calories,protein_g,carbs_g,fat_g,fiber_g,glycemic_index,sodium_level,cholesterol_impact,allergens,base_ingredients,diet_type,meat_type,instructions,exercise,warning
877,Meghalaya,Diabetes,Snack,"Shillong Aloo Muri/Chana (Slow Digest, Diabetes; Diabetes; Snack; Vegetarian)",109,6,17,3,8,High,High,Medium,,"boiled potato, puffed rice, chana, onion, chili, lemon",Vegetarian,,"Toss boiled potato or chana with puffed rice, onion, chili, and lemon. Avoid sugar and keep the carbs complex and steady. This version stays vegetarian and uses local plant-based ingredients.",10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar.
878,Meghalaya,Diabetes,Snack,"Sohphlang with Perilla Seed Dip (Red Rice, Diabetes; Diabetes; Snack; Vegetarian)",74,4,10,5,8,Medium,Medium,High,,"sohphlang root, perilla seeds, chili",Vegetarian,,Serve the root raw or lightly boiled with crushed perilla seeds. Avoid sugar and keep the carbs complex and steady. This version stays vegetarian and uses local plant-based ingredients.,10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar.
879,Meghalaya,Diabetes,Snack,"Steamed Wild Greens with Sesame (Extra Greens, Diabetes; Diabetes; Snack; Vegetarian)",68,6,6,6,8,High,Medium,High,sesame,"wild greens, sesame seeds, herbs",Vegetarian,,Steam or lightly sauté the greens with sesame seeds and herbs. Avoid sugar and keep the carbs complex and steady. This version stays vegetarian and uses local plant-based ingredients.,10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar.
880,Meghalaya,Diabetes,Snack,"Tungrymbai (No Jaggery, Diabetes; Diabetes; Snack; Vegetarian)",114,10,9,7,7,Medium,Low,High,"sesame, soy","fermented soybeans, black sesame, chili, herbs",Vegetarian,,"Cook fermented soybeans with black sesame, chili, and local herbs. Avoid sugar and keep the carbs complex and steady. This version stays vegetarian and uses local plant-based ingredients.",10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar.
881,Meghalaya,Diabetes,Snack,"Bamboo Tube Fish (Portion Controlled, Diabetes; Diabetes; Snack; Non-Vegetarian)",160,28,5,9,3,Medium,High,Medium,fish,"fish, bamboo tube, herbs, local spices",Non-Vegetarian,fish,Cook fish in bamboo with herbs and only the needed broth. Avoid sugar and keep the carbs complex and steady. This version uses a traditional meat or fish component from Meghalaya cuisine.,10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar.
882,Meghalaya,Diabetes,Snack,"Do'o Kappa (Steamed, Diabetes; Diabetes; Snack; Non-Vegetarian)",189,31,8,8,3,Low,High,Low,,"chicken, natural potash, coriander, chili",Non-Vegetarian,chicken,"Cook chicken with natural potash, coriander, and chili. Avoid sugar and keep the carbs complex and steady. This version uses a traditional meat or fish component from Meghalaya cuisine.",10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar.
883,Meghalaya,Diabetes,Snack,"Doh Sniang Nei-Iong (Complex Carb, Diabetes; Diabetes; Snack; Non-Vegetarian)",220,24,6,19,3,Low,Low,Low,sesame,"pork, sesame seeds, herbs",Non-Vegetarian,pork,Cook pork with sesame seeds and local herbs. Avoid sugar and keep the carbs complex and steady. This version uses a traditional meat or fish component from Meghalaya cuisine.,10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar.
884,Meghalaya,Diabetes,Snack,"Dohjem (Small Portion, Diabetes; Diabetes; Snack; Non-Vegetarian)",196,23,7,15,3,Low,High,Low,,"minced pork, black sesame, spices",Non-Vegetarian,pork,Cook minced pork with sesame and spices in a light gravy. Avoid sugar and keep the carbs complex and steady. This version uses a traditional meat or fish component from Meghalaya cuisine.,10 to 15 minutes post-meal walking,"Watch total rice/carbohydrate portions and avoid added sugar. This is richer than steamed rice-cake dishes, so keep the serving smaller."
885,Meghalaya,Diabetes,Snack,"Dohkhlieh (No Sugar, Diabetes; Diabetes; Snack; Non-Vegetarian)",171,26,4,13,3,High,Medium,Medium,,"boiled pork, onion, green chili, herbs",Non-Vegetarian,pork,"Boil the pork and toss it with onion, green chili, and herbs. Avoid sugar and keep the carbs complex and steady. This version uses a traditional meat or fish component from Meghalaya cuisine.",10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar.
886,Meghalaya,Diabetes,Snack,"Dohneiiong (High Fibre, Diabetes; Diabetes; Snack; Non-Vegetarian)",225,24,6,17,3,High,Medium,High,,"meat, black sesame seeds, herbs",Non-Vegetarian,pork,Simmer the meat with black sesame and minimal oil. Avoid sugar and keep the carbs complex and steady. This version uses a traditional meat or fish component from Meghalaya cuisine.,10 to 15 minutes post-meal walking,"Watch total rice/carbohydrate portions and avoid added sugar. This is richer than steamed rice-cake dishes, so keep the serving smaller."
887,Meghalaya,Diabetes,Snack,"Ja Tyndong (Herb Seasoned, Diabetes; Diabetes; Snack; Non-Vegetarian)",160,18,18,7,6,High,Low,Low,,"rice, fish or meat, vegetables, bamboo tube",Non-Vegetarian,fish,"Place rice, fish or meat, and vegetables in bamboo tubes and roast. Avoid sugar and keep the carbs complex and steady. This version uses a traditional meat or fish component from Meghalaya cuisine.",10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar.
888,Meghalaya,Diabetes,Snack,"Jadoh (Low GI, Diabetes; Diabetes; Snack; Non-Vegetarian)",245,23,31,11,6,Medium,Low,Low,,"red rice, local meat, herbs",Non-Vegetarian,pork,Cook red rice with the meat and just enough seasoning for aroma. Avoid sugar and keep the carbs complex and steady. This version uses a traditional meat or fish component from Meghalaya cuisine.,10 to 15 minutes post-meal walking,"Watch total rice/carbohydrate portions and avoid added sugar. This is richer than steamed rice-cake dishes, so keep the serving smaller."
889,Meghalaya,Diabetes,Snack,"Kharang (Red Rice, Diabetes; Diabetes; Snack; Non-Vegetarian)",124,26,2,7,2,Medium,Low,Medium,fish,"smoked fish, chili, herbs",Non-Vegetarian,fish,"Use smoked fish in a light curry, chutney, or salad. Avoid sugar and keep the carbs complex and steady. This version uses a traditional meat or fish component from Meghalaya cuisine.",10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar. Watch the sodium level if the fish component is salted or smoked.
890,Meghalaya,Diabetes,Snack,"Ktung Bain Nei-Iong (No Added Sugar, Diabetes; Diabetes; Snack; Non-Vegetarian)",152,22,3,8,3,Low,Medium,Medium,"sesame, fish","dry fish, black sesame, herbs",Non-Vegetarian,fish,Simmer dry fish with black sesame and mild spices. Avoid sugar and keep the carbs complex and steady. This version uses a traditional meat or fish component from Meghalaya cuisine.,10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar. Watch the sodium level if the fish component is salted or smoked.
891,Meghalaya,Diabetes,Snack,"Nakham Bitchi (No Jaggery, Diabetes; Diabetes; Snack; Non-Vegetarian)",158,24,5,8,2,Low,Medium,High,fish,"dry fish, chili, garlic, herbs",Non-Vegetarian,fish,"Prepare dry fish gravy with garlic, chili, and local herbs. Avoid sugar and keep the carbs complex and steady. This version uses a traditional meat or fish component from Meghalaya cuisine.",10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar. Watch the sodium level if the fish component is salted or smoked.
892,Meghalaya,Diabetes,Snack,"Phan and Tungtap (Extra Greens, Diabetes; Diabetes; Snack; Non-Vegetarian)",106,11,12,6,5,High,High,Low,fish,"boiled potato, fermented dry fish, chili, onion",Non-Vegetarian,fish,Serve boiled potato with fermented dry fish chutney in a small portion. Avoid sugar and keep the carbs complex and steady. This version uses a traditional meat or fish component from Meghalaya cuisine.,10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar. Watch the sodium level if the fish component is salted or smoked.
893,Meghalaya,Diabetes,Snack,"Putharo with Dohjem (Minimal Oil, Diabetes; Diabetes; Snack; Non-Vegetarian)",262,24,27,12,5,Medium,Medium,Low,,"rice flour, pork curry, black sesame",Non-Vegetarian,pork,Pair the rice cake with pork curry and black sesame in a balanced serving. Avoid sugar and keep the carbs complex and steady. This version uses a traditional meat or fish component from Meghalaya cuisine.,10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar.
894,Meghalaya,Diabetes,Snack,"Shillong Smoked Meat (Non-Sweet, Diabetes; Diabetes; Snack; Non-Vegetarian)",158,24,2,10,3,High,High,Low,,"smoked meat, onion, herbs",Non-Vegetarian,smoked meat,Serve smoked meat in small slices with onion and herbs. Avoid sugar and keep the carbs complex and steady. This version uses a traditional meat or fish component from Meghalaya cuisine.,10 to 15 minutes post-meal walking,"Watch total rice/carbohydrate portions and avoid added sugar. This is richer than steamed rice-cake dishes, so keep the serving smaller."
895,Meghalaya,Diabetes,Snack,"Wak Pura (Slow Digest, Diabetes; Diabetes; Snack; Non-Vegetarian)",226,26,4,20,4,Medium,Medium,Low,,"pork, potash, herbs",Non-Vegetarian,pork,Cook pork with potash until tender and keep the fat controlled. Avoid sugar and keep the carbs complex and steady. This version uses a traditional meat or fish component from Meghalaya cuisine.,10 to 15 minutes post-meal walking,"Watch total rice/carbohydrate portions and avoid added sugar. This is richer than steamed rice-cake dishes, so keep the serving smaller."
896,Meghalaya,Diabetes,Snack,"Wak Tangsek Pura (Leaf Wrapped, Diabetes; Diabetes; Snack; Non-Vegetarian)",182,25,6,14,5,Medium,Medium,Low,,"pork, green vegetables, powdered rice",Non-Vegetarian,pork,Cook pork with green vegetables and powdered rice. Avoid sugar and keep the carbs complex and steady. This version uses a traditional meat or fish component from Meghalaya cuisine.,10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar.
897,Meghalaya,Diabetes,Snack,"Ja Shulia (Herb Seasoned, Diabetes; Diabetes; Snack; Vegan)",105,4,22,1,3,High,Low,Medium,,"sticky rice, water",Vegan,,Steam the sticky rice until soft and fluff it lightly. Avoid sugar and keep the carbs complex and steady. This version stays plant-based with no dairy or eggs.,10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar.
898,Meghalaya,Diabetes,Snack,"Local Fruit Bowl (Non-Sweet, Diabetes; Diabetes; Snack; Vegan)",60,1,13,0,7,High,High,High,,"sohiong, sohshang, seasonal fruits",Vegan,,Serve the seasonal fruit fresh without added sugar. Avoid sugar and keep the carbs complex and steady. This version stays plant-based with no dairy or eggs.,10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar.
899,Meghalaya,Diabetes,Snack,"Lungsiej (Leaf Wrapped, Diabetes; Diabetes; Snack; Vegan)",36,3,4,1,5,Medium,High,Medium,,"bamboo shoot, chili, spices",Vegan,,"Quick-pickle bamboo shoot with chili and spices, then serve as a side. Avoid sugar and keep the carbs complex and steady. This version stays plant-based with no dairy or eggs.",10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar.
900,Meghalaya,Diabetes,Snack,"Me.kin/Sobok Chatni (No Added Sugar, Diabetes; Diabetes; Snack; Vegan)",67,2,8,2,7,Low,High,Low,,"banana flower, herbs, chili",Vegan,,Pound banana flower with herbs and chili into a fresh chutney. Avoid sugar and keep the carbs complex and steady. This version stays plant-based with no dairy or eggs.,10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar.
901,Meghalaya,Diabetes,Snack,"Pu-sla (High Fibre, Diabetes; Diabetes; Snack; Vegan)",91,4,17,1,6,High,High,Medium,,"rice flour, leaf wrap, water",Vegan,,Steam the rice cake in a traditional pot or leaf-lined steamer. Avoid sugar and keep the carbs complex and steady. This version stays plant-based with no dairy or eggs.,10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar.
902,Meghalaya,Diabetes,Snack,"Pukhlein (Steamed, Diabetes; Diabetes; Snack; Vegan)",140,5,21,6,3,Low,High,Medium,,"rice flour, jaggery, oil",Vegan,,Prepare the rice cake with a light batter and shallow-fry briefly. Avoid sugar and keep the carbs complex and steady. This version stays plant-based with no dairy or eggs.,10 to 15 minutes post-meal walking,"Watch total rice/carbohydrate portions and avoid added sugar. This is richer than steamed rice-cake dishes, so keep the serving smaller."
903,Meghalaya,Diabetes,Snack,"Pumaloi (No Sugar, Diabetes; Diabetes; Snack; Vegan)",92,4,19,1,6,Medium,Low,Low,,"ground rice, water, steam",Vegan,,Steam the rice cake in a traditional pot or leaf-lined steamer. Avoid sugar and keep the carbs complex and steady. This version stays plant-based with no dairy or eggs.,10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar.
904,Meghalaya,Diabetes,Snack,"Pusaw (Small Portion, Diabetes; Diabetes; Snack; Vegan)",81,4,17,1,6,Low,High,Medium,,"unpolished rice, water",Vegan,,Steam the rice cake in a traditional pot or leaf-lined steamer. Avoid sugar and keep the carbs complex and steady. This version stays plant-based with no dairy or eggs.,10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar.
905,Meghalaya,Diabetes,Snack,"Putharo (Low GI, Diabetes; Diabetes; Snack; Vegan)",93,5,21,2,7,High,High,High,,"rice flour, water, black sesame",Vegan,,Steam the rice cake in a traditional pot or leaf-lined steamer. Avoid sugar and keep the carbs complex and steady. This version stays plant-based with no dairy or eggs.,10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar.
906,Meghalaya,Diabetes,Snack,"Red Rice with Bamboo Shoot and Herbs (Minimal Oil, Diabetes; Diabetes; Snack; Vegan)",116,5,21,2,7,Low,Low,High,,"red rice, bamboo shoot, local herbs",Vegan,,Cook red rice with tender bamboo shoot and local herbs using very little oil. Avoid sugar and keep the carbs complex and steady. This version stays plant-based with no dairy or eggs.,10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar.
907,Meghalaya,Diabetes,Snack,"Roasted Maize (Complex Carb, Diabetes; Diabetes; Snack; Vegan)",80,4,19,1,6,Low,Medium,Medium,,local maize,Vegan,,Dry-roast the maize over fire and season lightly. Avoid sugar and keep the carbs complex and steady. This version stays plant-based with no dairy or eggs.,10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar.
908,Meghalaya,Diabetes,Snack,"Shaw Saw (Portion Controlled, Diabetes; Diabetes; Snack; Vegan)",5,0,3,0,1,Low,Low,Low,,"red tea leaves, water",Vegan,,Brew the red tea without sugar and serve it hot. Avoid sugar and keep the carbs complex and steady. This version stays plant-based with no dairy or eggs.,10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar.
909,Meghalaya,Diabetes,Snack,"Shillong Aloo Muri/Chana (Slow Digest, Diabetes; Diabetes; Snack; Vegan)",104,6,17,2,8,Medium,Low,Medium,,"boiled potato, puffed rice, chana, onion, chili, lemon",Vegan,,"Toss boiled potato or chana with puffed rice, onion, chili, and lemon. Avoid sugar and keep the carbs complex and steady. This version stays plant-based with no dairy or eggs.",10 to 15 minutes post-meal walking,Watch total rice/carbohydrate portions and avoid added sugar.
